2019-04-06 11:49:00.044861,65,0,1.2040066798780185
2019-04-06 11:49:00.056130,65,1,1.4358464377550169
2019-04-06 11:49:00.065500,65,2,1.0253788310942453
2019-04-06 11:49:00.074745,65,3,0.9907279241373518
2019-04-06 11:49:00.091821,66,0,1.1251258239809219
2019-04-06 11:49:00.119010,66,1,0.9190341957967193
2019-04-06 11:49:00.130690,66,2,1.0253788310942453
2019-04-06 11:49:00.140597,66,3,1.2040066798780185
2019-04-06 11:49:01.165255,65,0,1.1251258239809219
2019-04-06 11:49:01.185036,65,1,1.3804510623550774
2019-04-06 11:49:01.198304,65,2,1.2795546743005364
2019-04-06 11:49:01.208850,65,3,1.2346021727174858
2019-04-06 11:49:01.228569,66,0,1.3234490250894506
2019-04-06 11:49:01.240526,66,1,1.0593
2019-04-06 11:49:01.256907,66,2,0.9552980532109699
2019-04-06 11:49:01.265766,66,3,0.8629372906977092
2019-04-06 11:49:02.302152,65,0,0.9907279241373518
2019-04-06 11:49:02.324690,65,1,1.0424277591147444
2019-04-06 11:49:02.337289,65,2,0.9372740641258471
2019-04-06 11:49:02.348586,65,3,0.8242999999999999
2019-04-06 11:49:02.381833,66,0,1.157106644467481
2019-04-06 11:49:02.405630,66,1,1.0253788310942453
2019-04-06 11:49:02.420220,66,2,1.0081475460344378
2019-04-06 11:49:02.436466,66,3,0.9372740641258471
2019-04-06 11:49:03.470345,65,0,0.9552980532109699
2019-04-06 11:49:03.484925,65,1,1.0925356807075697
2019-04-06 11:49:03.497178,65,2,1.1728789717837524
2019-04-06 11:49:03.509287,65,3,1.0593
2019-04-06 11:49:03.534236,66,0,1.2942999999999998
2019-04-06 11:49:03.549104,66,1,1.0593
2019-04-06 11:49:03.560418,66,2,0.8818745296236236
2019-04-06 11:49:03.574587,66,3,0.9552980532109699
2019-04-06 11:49:04.606515,65,0,1.4358464377550169
2019-04-06 11:49:04.627168,65,1,1.4221408801496196
2019-04-06 11:49:04.637256,65,2,1.1251258239809219
2019-04-06 11:49:04.647272,65,3,1.1728789717837524
2019-04-06 11:49:04.670600,66,0,1.0081475460344378
2019-04-06 11:49:04.684871,66,1,1.0424277591147444
2019-04-06 11:49:04.694392,66,2,1.0424277591147444
2019-04-06 11:49:04.705336,66,3,1.1251258239809219
2019-04-06 11:49:05.743407,65,0,1.0424277591147444
2019-04-06 11:49:05.758338,65,1,0.7845736952886456
2019-04-06 11:49:05.772553,65,2,1.2646918503927753
2019-04-06 11:49:05.786652,65,3,0.9005705002791383
2019-04-06 11:49:05.822964,66,0,1.2346021727174858
2019-04-06 11:49:05.836520,66,1,1.0593
2019-04-06 11:49:05.848382,66,2,0.8045787490284096
2019-04-06 11:49:05.861157,66,3,1.0925356807075697
2019-04-06 11:49:06.901644,65,0,1.1251258239809219
2019-04-06 11:49:06.918208,65,1,0.9552980532109699
2019-04-06 11:49:06.930280,65,2,1.0424277591147444
2019-04-06 11:49:06.943113,65,3,0.8629372906977092
2019-04-06 11:49:06.975936,66,0,0.8629372906977092
2019-04-06 11:49:06.990107,66,1,0.9190341957967193
2019-04-06 11:49:07.005009,66,2,1.0593
2019-04-06 11:49:07.015771,66,3,0.9907279241373518
2019-04-06 11:49:08.047830,65,0,1.2193692507491227
2019-04-06 11:49:08.072005,65,1,1.0081475460344378
2019-04-06 11:49:08.085517,65,2,1.2942999999999998
2019-04-06 11:49:08.095212,65,3,0.9731136514670379
2019-04-06 11:49:08.128554,66,0,1.1885110922886262
2019-04-06 11:49:08.143353,66,1,0.9372740641258471
2019-04-06 11:49:08.156054,66,2,1.0081475460344378
2019-04-06 11:49:08.168030,66,3,0.9731136514670379
2019-04-06 11:49:09.201190,65,0,1.2040066798780185
2019-04-06 11:49:09.227704,65,1,1.489763803587044
2019-04-06 11:49:09.237574,65,2,1.1411902686621405
2019-04-06 11:49:09.247858,65,3,1.1411902686621405
2019-04-06 11:49:09.266522,66,0,0.9907279241373518
2019-04-06 11:49:09.293863,66,1,0.8818745296236236
2019-04-06 11:49:09.306951,66,2,1.2646918503927753
2019-04-06 11:49:09.321443,66,3,1.0925356807075697
2019-04-06 11:49:10.353250,65,0,0.8818745296236236
2019-04-06 11:49:10.368615,65,1,1.1411902686621405
2019-04-06 11:49:10.383181,65,2,0.9190341957967193
2019-04-06 11:49:10.394251,65,3,1.0760009357883868
2019-04-06 11:49:10.417474,66,0,0.8242999999999999
2019-04-06 11:49:10.429516,66,1,0.8242999999999999
2019-04-06 11:49:10.439226,66,2,0.6578031162003576
2019-04-06 11:49:10.448727,66,3,1.157106644467481
2019-04-06 11:49:11.474234,65,0,1.0424277591147444
2019-04-06 11:49:11.506536,65,1,1.1089090994680748
2019-04-06 11:49:11.519266,65,2,0.9005705002791383
2019-04-06 11:49:11.532496,65,3,0.9372740641258471
2019-04-06 11:49:11.554461,66,0,0.9372740641258471
2019-04-06 11:49:11.583675,66,1,1.1251258239809219
2019-04-06 11:49:11.595334,66,2,1.0760009357883868
2019-04-06 11:49:11.607489,66,3,0.9907279241373518
2019-04-06 11:49:12.642725,65,0,1.1885110922886262
2019-04-06 11:49:12.656582,65,1,1.2193692507491227
2019-04-06 11:49:12.668406,65,2,1.157106644467481
2019-04-06 11:49:12.679967,65,3,0.8437491946200814
2019-04-06 11:49:12.706978,66,0,1.0593
2019-04-06 11:49:12.721160,66,1,1.2497086738380636
2019-04-06 11:49:12.733424,66,2,0.6798137296766084
